req_id,canonical_owner_surface,layer_owner,expected_span,test_file_expected,ci_gate_name,prior_proof_status,prior_final_status,actual_proof_depth,proof_status,harness_outcome,span_count,expected_seen,harness_replay_digest,composition_status,composition_components_reached,content_hash,git_head_at_test_time,caveat_class,caveat_reason
10C-REQ-011,Cross_Cutting_Observability_Replay_Audit,N/A,obs.audit_event.emitted,tests/unit/agentic_core/L6_observability/test_10c_req_011.py,ops_scripts/ci/check_otel_replay_audit_proof.py,NOT_APPLICABLE,ACCEPTED_WITH_CAVEAT,E4_NEGATIVE_CONTROL,ACCEPTED_WITH_CAVEAT,NO_HARNESS,0,false,,,0,4359d20bbdd289ca8fbf7278f022b65ae7b3abac3532de7e9b18da92823c4c3b,0d7bcdd089b23159980d1f31854ce63c52b14dbd,PEDAGOGICAL_ROW,"PEDAGOGICAL_ROW: documentation/legend, not a runtime proof obligation."
10C-REQ-012,Offline_Ingestion_Index_Build,knowledge/ingestion,ingest.chunk.sealed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_012.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,3bdcdbde051b091cb48340d14713232c9030de145cdda5de4e3edc91954653af,96712ddce297fcc14ee6910f9401640ffea1c42c,,
10C-REQ-013,Offline_Ingestion_Index_Build,knowledge/chunking,ingest.chunk.sealed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_013.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,e1019ff20201fbed3dcf5c2a0f1896aea8564c3d956f432097cf9d900088b1a3,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-014,Offline_Ingestion_Index_Build,knowledge/enrichment,ingest.chunk.sealed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_014.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,704e8de363373d0168ef87cfc2d9db05b303e572343a64f11cae6b21356e10ac,96712ddce297fcc14ee6910f9401640ffea1c42c,,
10C-REQ-015,Offline_Ingestion_Index_Build,knowledge/ingestion,ingest.chunk.sealed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_015.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,c28ea13846399d848a0dd91cd64c2b4dfcf0e7e29c86225f7883d6d10e4a0f0c,96712ddce297fcc14ee6910f9401640ffea1c42c,,
10C-REQ-016,Offline_Ingestion_Index_Build,knowledge/embedding,ingest.chunk.sealed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_016.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,8cef51e52c5c7dda30d299e3e302705ce65982db6a7701f668e0786e2f2b9263,96712ddce297fcc14ee6910f9401640ffea1c42c,,
10C-REQ-017,Offline_Ingestion_Index_Build,knowledge/embedding,ingest.chunk.sealed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_017.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,f9a584a38b51a008b289248f239b4cd54936cd0f2b5998fb173fe25c090f1204,96712ddce297fcc14ee6910f9401640ffea1c42c,,
10C-REQ-018,00B_L4_State_Archive_and_UWG,knowledge/L4,uwg.commit.validated,tests/unit/agentic_core/L4_state/test_10c_req_018.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,649075cb736bce97be52f4b14f3f924365c81e0cca9e95d953a307b38155f9a9,3324888db4e60267618b09af1a40525642fcea86,,
10C-REQ-019,00B_L4_State_Archive_and_UWG,knowledge/L4,uwg.commit.validated,tests/unit/agentic_core/L4_state/test_10c_req_019.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,f3b3540be9ae5ab45757003cfa87c5ce36e5651c19a3a6cd0d860d8cba89d47e,3324888db4e60267618b09af1a40525642fcea86,,
10C-REQ-020,00B_L4_State_Archive_and_UWG,knowledge/L4,uwg.commit.validated,tests/unit/agentic_core/L4_state/test_10c_req_020.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,f9ef26376f852de7edb44f94d860a29c6ec062a1433a1ee96eb037f7eda94ddf,3324888db4e60267618b09af1a40525642fcea86,,
10C-REQ-021,Offline_Ingestion_Index_Build,knowledge/embedding,ingest.bootstrap.completed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_021.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,09ba5a158db2b229ad7416ebe2c0cb229c824489c746d6dbff617377a61eeb7f,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-022,Offline_Ingestion_Index_Build,knowledge/embedding,ingest.chunk.sealed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_022.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,dcb0b00d30b7f47dc002cf368b1ab2e19d0082b63483a29dd939a60eca1a30d9,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-023,Offline_Ingestion_Index_Build,knowledge/embedding,ingest.bootstrap.completed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_023.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,b9d4df1f32037323f159ec6359c3acd44ddf3af38afd542428c69bbcaf449c70,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-024,Offline_Ingestion_Index_Build,knowledge/embedding,ingest.bootstrap.completed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_024.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,ea99a59bb130941bde0b37abb838aa3feafaacd63a3347e4a70656e9d283f18f,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-025,Offline_Ingestion_Index_Build,knowledge/embedding,ingest.chunk.sealed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_025.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,ed378c8bcb907db8411d4f75cb6a6be39e80499fd5482f4a9acf19904672b2d5,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-026,Offline_Ingestion_Index_Build,knowledge/embedding,ingest.chunk.sealed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_026.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,eaba8808bc0a6196e09d4485c579c413543bf1b343d29c87078d230dfc90675c,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-027,Offline_Ingestion_Index_Build,knowledge/embedding,ingest.chunk.sealed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_027.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,f2df535590fb6f2eae0e2295656a7341bf02c48688a7ca5f1f15ffa2d207b7c1,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-028,Offline_Ingestion_Index_Build,knowledge/embedding,ingest.chunk.sealed,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_028.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,5560c6cf0abb185a8ec1d8729442da434e992c4969640f565d4b6a16bcfed485,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-029,00B_L4_State_Archive_and_UWG,knowledge/L4,uwg.commit.validated,tests/unit/agentic_core/L4_state/test_10c_req_029.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,ee50d0de3d5f840ff3425b9e231bebbcf0a23549531f484c611329a8480d66a4,3324888db4e60267618b09af1a40525642fcea86,,
10C-REQ-030,00B_L4_State_Archive_and_UWG,knowledge/L4,uwg.commit.validated,tests/unit/agentic_core/L4_state/test_10c_req_030.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,8b3f60e6a7842774c227b7dfc0aaf91a81b1fe9f1892145f42f27caff87f1459,3324888db4e60267618b09af1a40525642fcea86,,
10C-REQ-031,03A_C0_Context_Engine,C0/knowledge,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_031.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,f9b81d773f823ceed0d61a3aafef8f2e3a3d77b79f47b71da7696fa5efd8d081,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-032,03A_C0_Context_Engine,C0/knowledge,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_032.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,3a4d4d92a1b339d2c5f44cba4012ede2c2033a09d78b6768688c6e3762b2d429,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-033,03A_C0_Context_Engine,C0/knowledge,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_033.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,2a530111edda19d7fb1ac4bef836b1f36c38e41ba0c2ebeb72f9e53161889177,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-034,03A_C0_Context_Engine,C0/knowledge,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_034.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,0c78740a5b8f0feaa71241777855ae84c95570b502ec8e85c0d1509e6f1f687e,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-035,03B_PA_Prompt_Assembly,C0/prompt_assembly,pa.prompt.compiled_artifact_emitted,tests/unit/agentic_core/L1_cognition/prompt_assembly/test_10c_req_035.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,eb933e6cd6e0594f1aa94abb18dd367b15e0844e2249553271445d02384f590f,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-036,Offline_Ingestion_Index_Build,knowledge/sparse_index,ingest.index.materialized,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_036.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,70e4ac62c9f068a38e03a34b0004830e8a506ca6a64c34e8d0278248025c4e96,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-037,Offline_Ingestion_Index_Build,knowledge/sparse_index,ingest.index.materialized,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_037.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,71ede7bbdb27bbba05b55c239df24addb265d6ba959d92efeda56f33f572bf9a,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-038,Offline_Ingestion_Index_Build,knowledge/sparse_index,ingest.index.materialized,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_038.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,a6094766e21ac696ff9a7e702a375ecf9a532af27fbfd7372b58baf3a5925d2b,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-039,Offline_Ingestion_Index_Build,knowledge/sparse_index,ingest.index.materialized,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_039.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,18d023bed059631ac159dc580c2411d940e4de1422be64bfbb73304a2a04685e,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-040,Offline_Ingestion_Index_Build,knowledge/sparse_index,ingest.index.materialized,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_040.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,004e128775b13c4043b126fb28b5f04fba9ca0ae2fd85c377050565cb7bc9a18,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-041,Offline_Ingestion_Index_Build,knowledge/sparse_index,ingest.index.materialized,tests/unit/agentic_core/L1_cognition/c0_context/ingestion/test_10c_req_041.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,8e0fde1a7566ea8bdf3edec4025ee5ffbdcc8c8d7455e89f0ab2032e33e477f7,540f5eec0a2d760f56ceb36d0b11e6fc706ffd40,,
10C-REQ-042,00B_L4_State_Archive_and_UWG,knowledge/L4,uwg.commit.validated,tests/unit/agentic_core/L4_state/test_10c_req_042.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,74521a2ba22abb9f8c6a1f62615c81d633b3edf3e21cab2cca761909fab0bfdc,3324888db4e60267618b09af1a40525642fcea86,,
10C-REQ-043,03A_C0_Context_Engine,C0/knowledge,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_043.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,3598f221ab0fc2732f3e869e6e7d426ce046c7cb4c5602719796981085a65624,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-044,03A_C0_Context_Engine,C0/knowledge,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_044.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,6f8733b75a3d7b8a6a8dc4432de58eede579114fb6a58e326a2def7774f3593f,40a993fbedf5dec115894569b0975ecd6ea6d889,,
10C-REQ-045,03A_C0_Context_Engine,C0/knowledge,c0.evidence.contract_emitted,tests/unit/agentic_core/L1_cognition/c0_context/test_10c_req_045.py,ops_scripts/ci/check_10c_pilot_proof_evidence.py,PROOF_PRESENT,ACCEPTED,E4_NEGATIVE_CONTROL,EVIDENCE_PRESENT,NO_SPANS_EMITTED,0,false,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,0,100d94d7c862a865f96cc9316649a2cf4565892d2f025525e9f5ab3133837afb,40a993fbedf5dec115894569b0975ecd6ea6d889,,
