req_id,source_file,source_section,source_unit_type,source_text_short,canonical_requirement_statement,direct_or_implied,semantic_class,layer_owner,runtime_phase,required_artifacts,required_controls,required_tests,severity_if_missing,confidence_score,canonical_owner_surface,source_anchor_ref,risk_if_missing_rationale,artifact_schema_ref,runtime_artifact_expected,otel_span_expected,otel_required_attributes,replay_proof_expected,negative_control_expected,test_file_expected,acceptance_command,ci_gate_name,proof_bundle_ref,implementation_status,evidence_status,duplicate_group,supersedes_req_id,blocked_by_req_id,final_acceptance_status,hardening_notes,source_commit_sha,source_line_range,source_text_sha256,test_file_exists,ci_gate_exists,proof_bundle_exists,last_passed_commit,negative_control_specific
10C-REQ-058,02_L1_Reasoning_Plan_Generation.md,I3 SPECIFIC DETAILS,ASCII stage I3,Entities actors exact numbers vars required output format explicit deliverable,Detail parsing MUST: Extract entities actors exact numbers variables required output format explicit deliverable,explicit,C. Runtime layers and sovereignty,L1 cognition,Pre-routing post-ingress,detail_parse_i3 entities_numbers_format_deliverable,EntityExtractor ActorExtractor NumberVariableExtractor FormatChecker DeliverableExtractor,I3 detail extraction; Entity identification,MEDIUM,0.88,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#I3 SPECIFIC DETAILS,Loss degrades quality/coverage but does not breach a sovereignty boundary; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_058.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_058.py -v --no-header,ops_scripts/ci/check_l1_plan_contract_proof.py,artifacts/proof/10c-req-058_proof_bundle.json,NOT_STARTED,PROOF_MISSING,,,,NEEDS_PROOF,,074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,false,false,false,,"Row-specific [10C-REQ-058]: L1PlanContract emitted without satisfying ""Detail parsing MUST: Extract entities actors exact numbers variables required output format explicit deliverable"" -- must fail"
10C-REQ-059,02_L1_Reasoning_Plan_Generation.md,I4 WHAT KIND OF JOB IS THIS?,ASCII stage I4,Summarize compare analyze plan act classify before planning work class drives plan,Job classification MUST: Classify job type summarize/compare/analyze/plan/act before planning work class drives plan structure,explicit,C. Runtime layers and sovereignty,L1 cognition,Pre-routing post-ingress,job_class_i4 work_type_classification,JobClassifier WorkTypeCategorizer PlanDriverSelector,I4 job classification; Work typing,MEDIUM,0.85,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#I4 WHAT KIND OF JOB IS THIS?,Loss degrades quality/coverage but does not breach a sovereignty boundary; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_059.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_059.py -v --no-header,ops_scripts/ci/check_l1_plan_contract_proof.py,artifacts/proof/10c-req-059_proof_bundle.json,NOT_STARTED,PROOF_MISSING,,,,NEEDS_PROOF,,074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,false,false,false,,"Row-specific [10C-REQ-059]: L1PlanContract emitted without satisfying ""Job classification MUST: Classify job type summarize/compare/analyze/plan/act before planning work class drives plan..."" -- must fail"
10C-REQ-060,02_L1_Reasoning_Plan_Generation.md,M1 STANDARD CHECKLISTS,ASCII stage M1,Task schemas route heuristics output contracts normal plan patterns,Memory load MUST: Load task schemas routing heuristics output contracts normal plan patterns from L4 read-only,explicit,C. Runtime layers and sovereignty,L1 cognition,Pre-synthesis,load_m1 schemas_heuristics_contracts_patterns,SchemaLoader HeuristicLoader ContractLoader PatternLoader,M1 schema loading; Pattern retrieval,HIGH,0.88,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#M1 STANDARD CHECKLISTS,Loss degrades governance/replay/observability with material runtime impact; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_060.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_060.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-060_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:40a993fbedf5 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l1_plan_contract_proof.py',074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,true,true,true,40a993fbedf5dec115894569b0975ecd6ea6d889,"Row-specific [10C-REQ-060]: L1PlanContract emitted without satisfying ""Memory load MUST: Load task schemas routing heuristics output contracts normal plan patterns from L4 read-only"" -- must fail"
10C-REQ-061,02_L1_Reasoning_Plan_Generation.md,M2 SAFETY POLICY,ASCII stage M2,Compliance bounds escalation thresholds disallowed actions policy-safe bounds,Policy load MUST: Load compliance bounds escalation thresholds disallowed actions policy-safe bounds from L4 read-only,explicit,D. Governance / capability / replay / observability,L1 cognition,Pre-synthesis,load_m2 policy_bounds_escalation_disallowed,PolicyLoader ComplianceBoundLoader EscalationLoader DisallowedActionLoader,M2 policy loading; Safety bounds,HIGH,0.90,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#M2 SAFETY POLICY,Loss degrades governance/replay/observability with material runtime impact; surface=02_L1_Reasoning_Plan; class=D,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_061.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_061.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-061_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:40a993fbedf5 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l1_plan_contract_proof.py',074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,true,true,true,40a993fbedf5dec115894569b0975ecd6ea6d889,"Row-specific [10C-REQ-061]: L1PlanContract emitted without satisfying ""Policy load MUST: Load compliance bounds escalation thresholds disallowed actions policy-safe bounds from L4 read-only"" -- must fail"
10C-REQ-062,02_L1_Reasoning_Plan_Generation.md,M3 PAST EXAMPLES,ASCII stage M3,Prior good answers SOPs exemplars valid success states clear success models,Examples load MUST: Load prior good answers SOPs exemplars valid success states clear success models from L4 read-only,explicit,C. Runtime layers and sovereignty,L1 cognition,Pre-synthesis,load_m3 examples_sops_exemplars_success,ExampleLoader SOPLoader ExemplarLoader SuccessModelLoader,M3 example loading; Prior retrieval,MEDIUM,0.85,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#M3 PAST EXAMPLES,Loss degrades quality/coverage but does not breach a sovereignty boundary; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_062.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_062.py -v --no-header,ops_scripts/ci/check_l1_plan_contract_proof.py,artifacts/proof/10c-req-062_proof_bundle.json,NOT_STARTED,PROOF_MISSING,,,,NEEDS_PROOF,,074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,false,false,false,,"Row-specific [10C-REQ-062]: L1PlanContract emitted without satisfying ""Examples load MUST: Load prior good answers SOPs exemplars valid success states clear success models from L4 read-only"" -- must fail"
10C-REQ-063,02_L1_Reasoning_Plan_Generation.md,M4 PRE-APPROVED TEMPLATES,ASCII stage M4,Bounded plan archetypes safe decompose habits stopping rules lowest viable agency,Template load MUST: Load bounded plan archetypes safe decomposition habits stopping rules lowest viable agency from L4 read-only,explicit,C. Runtime layers and sovereignty,L1 cognition,Pre-synthesis,load_m4 templates_archetypes_habits_rules,TemplateLoader ArchetypeLoader HabitLoader StoppingRuleLoader,M4 template loading; Archetype retrieval,MEDIUM,0.85,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#M4 PRE-APPROVED TEMPLATES,Loss degrades quality/coverage but does not breach a sovereignty boundary; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_063.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_063.py -v --no-header,ops_scripts/ci/check_l1_plan_contract_proof.py,artifacts/proof/10c-req-063_proof_bundle.json,NOT_STARTED,PROOF_MISSING,,,,NEEDS_PROOF,,074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,false,false,false,,"Row-specific [10C-REQ-063]: L1PlanContract emitted without satisfying ""Template load MUST: Load bounded plan archetypes safe decomposition habits stopping rules lowest viable agency from L4..."" -- must fail"
10C-REQ-064,02_L1_Reasoning_Plan_Generation.md,THE THINKING DESK L1 REASONING LOOP,prose block,invariant: internal non-linearity stays here only L1 can draft inspect refine simplify abstain cannot execute,L1 reasoning invariant: Internal non-linearity stays within L1 only L1 can draft inspect refine simplify or abstain but cannot execute retrieve or route,explicit,C. Runtime layers and sovereignty,L1 cognition,Pre-routing post-ingress,l1_invariant_no_execution_authority,ReasoningInvariantEnforcer NonExecutionEnforcer,L1 authority restriction; No execution during reasoning,CRITICAL,0.95,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#THE THINKING DESK L1 REASONING LOOP,Loss of this requirement compromises a sovereignty boundary or safety invariant; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_064.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_064.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-064_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:25328cee1165 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l1_plan_contract_proof.py',074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,true,true,true,25328cee11659a58489036058ef1acb9389ed12f,"Row-specific [10C-REQ-064]: L1PlanContract emitted without satisfying ""L1 reasoning invariant: Internal non-linearity stays within L1 only L1 can draft inspect refine simplify or abstain but..."" -- must fail"
10C-REQ-065,02_L1_Reasoning_Plan_Generation.md,P1 BREAK INTO BABY STEPS,ASCII stage P1,Atomic work units sub-goal boundaries missing-info markers explicit unknowns,Planning MUST: Decompose into atomic work units with sub-goal boundaries missing-info markers explicit unknowns,explicit,C. Runtime layers and sovereignty,L1 cognition,Plan synthesis,plan_p1 decomposition_atomic_units_subgoals,Decomposer AtomicUnitExtractor SubGoalBoundarySetter UnknownMarker ExplicitUnmarker,P1 decomposition; Atomic unit creation,HIGH,0.88,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#P1 BREAK INTO BABY STEPS,Loss degrades governance/replay/observability with material runtime impact; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_065.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_065.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-065_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:40a993fbedf5 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l1_plan_contract_proof.py',074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,true,true,true,40a993fbedf5dec115894569b0975ecd6ea6d889,"Row-specific [10C-REQ-065]: L1PlanContract emitted without satisfying ""Planning MUST: Decompose into atomic work units with sub-goal boundaries missing-info markers explicit unknowns"" -- must fail"
10C-REQ-066,02_L1_Reasoning_Plan_Generation.md,P2 PUT IN ORDER,ASCII stage P2,Sequential vs parallel what unlocks what dependency graph stopping points,Ordering MUST: Determine sequential vs parallel execution identify what unlocks what build dependency graph set stopping points,explicit,C. Runtime layers and sovereignty,L1 cognition,Plan synthesis,plan_p2 ordering_sequential_parallel_dependencies,OrderingEngine SequentialParallelClassifier DependencyGraphBuilder StoppingPointSetter,P2 ordering; Dependency resolution,HIGH,0.88,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#P2 PUT IN ORDER,Loss degrades governance/replay/observability with material runtime impact; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_066.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_066.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-066_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:40a993fbedf5 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l1_plan_contract_proof.py',074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,true,true,true,40a993fbedf5dec115894569b0975ecd6ea6d889,"Row-specific [10C-REQ-066]: L1PlanContract emitted without satisfying ""Ordering MUST: Determine sequential vs parallel execution identify what unlocks what build dependency graph set..."" -- must fail"
10C-REQ-067,02_L1_Reasoning_Plan_Generation.md,P3 PICK THE AISLES,ASCII stage P3,Proposed routes only grounding likely external action likely no route authority here,Route proposal MUST: Identify proposed routes only assess grounding likelihood assess external action likelihood note no route authority at L1,explicit,C. Runtime layers and sovereignty,L1 cognition,Plan synthesis,plan_p3 route_proposal_grounding_external_action,RouteProposer GroundingLikelihoodEstimator ExternalActionEstimator,P3 route proposal; Grounding assessment,MEDIUM,0.85,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#P3 PICK THE AISLES,Loss degrades quality/coverage but does not breach a sovereignty boundary; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_067.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_067.py -v --no-header,ops_scripts/ci/check_l1_plan_contract_proof.py,artifacts/proof/10c-req-067_proof_bundle.json,NOT_STARTED,PROOF_MISSING,,,,NEEDS_PROOF,,074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,false,false,false,,"Row-specific [10C-REQ-067]: L1PlanContract emitted without satisfying ""Route proposal MUST: Identify proposed routes only assess grounding likelihood assess external action likelihood note..."" -- must fail"
10C-REQ-068,02_L1_Reasoning_Plan_Generation.md,P4 WRITE THE DRAFT PLAN,ASCII stage P4,proposed_route query_spec task_spec route_risk confidence grounding_required missing info clarify markers answer support expectation,Plan draft MUST: Produce proposed_route query_spec task_spec route_risk confidence grounding_required missing_info/clarify_markers answer_support_expectation,explicit,C. Runtime layers and sovereignty,L1 cognition,Plan synthesis,plan_p4 draft_proposed_route_query_task_risk,DraftPlanWriter RouteSpecWriter QuerySpecWriter TaskSpecWriter RiskConfidenceWriter GroundingRequirementWriter,P4 plan draft; Complete contract specification,HIGH,0.90,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#P4 WRITE THE DRAFT PLAN,Loss degrades governance/replay/observability with material runtime impact; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_068.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_068.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-068_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:40a993fbedf5 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l1_plan_contract_proof.py',074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,true,true,true,40a993fbedf5dec115894569b0975ecd6ea6d889,"Row-specific [10C-REQ-068]: L1PlanContract emitted without satisfying ""Plan draft MUST: Produce proposed_route query_spec task_spec route_risk confidence grounding_required..."" -- must fail"
10C-REQ-069,02_L1_Reasoning_Plan_Generation.md,V1 DID WE LISTEN?,ASCII stage V1,Answers actual goal respects all constraints right deliverable format,Validation MUST: Check answers actual goal respects all constraints has right deliverable/format,explicit,C. Runtime layers and sovereignty,L1 cognition,Plan validation,validate_v1 goal_alignment_constraint_respect_deliverable,GoalAlignmentChecker ConstraintRespecter DeliverableFormatChecker,V1 validation; Goal alignment,HIGH,0.88,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#V1 DID WE LISTEN?,Loss degrades governance/replay/observability with material runtime impact; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_069.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_069.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-069_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:40a993fbedf5 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l1_plan_contract_proof.py',074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,true,true,true,40a993fbedf5dec115894569b0975ecd6ea6d889,"Row-specific [10C-REQ-069]: L1PlanContract emitted without satisfying ""Validation MUST: Check answers actual goal respects all constraints has right deliverable/format"" -- must fail"
10C-REQ-070,02_L1_Reasoning_Plan_Generation.md,V2 IS IT SAFE?,ASCII stage V2,Within policy bounds escalation if needed no forbidden action proposed,Safety validation MUST: Check within policy bounds escalates if needed ensures no forbidden action proposed,explicit,D. Governance / capability / replay / observability,L1 cognition,Plan validation,validate_v2 policy_safety_escalation_forbidden,SafetyChecker PolicyBoundChecker EscalationNeeder ForbiddenActionChecker,V2 safety validation; Policy compliance,HIGH,0.90,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#V2 IS IT SAFE?,Loss degrades governance/replay/observability with material runtime impact; surface=02_L1_Reasoning_Plan; class=D,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_070.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_070.py -v --no-header,ops_scripts/ci/check_10c_pilot_proof_evidence.py,artifacts/proof/10c-req-070_proof_bundle.json,IMPLEMENTED,PROOF_PRESENT,,,,ACCEPTED,EVIDENCE_BOUND_TO_COMMIT:40a993fbedf5 | CI_GATE_REPOINTED_TO_PILOT:was='ops_scripts/ci/check_l1_plan_contract_proof.py',074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,true,true,true,40a993fbedf5dec115894569b0975ecd6ea6d889,"Row-specific [10C-REQ-070]: L1PlanContract emitted without satisfying ""Safety validation MUST: Check within policy bounds escalates if needed ensures no forbidden action proposed"" -- must fail"
10C-REQ-071,02_L1_Reasoning_Plan_Generation.md,V3 DOES IT MAKE SENSE?,ASCII stage V3,Dependencies resolve coherent sub-task order admits what is unknown,Logic validation MUST: Check dependencies resolve coherent sub-task order admits unknowns,explicit,C. Runtime layers and sovereignty,L1 cognition,Plan validation,validate_v3 dependencies_coherence_unknowns,DependencyResolver CoherenceChecker UnknownAdmitter,V3 logic validation; Dependency coherence,MEDIUM,0.85,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#V3 DOES IT MAKE SENSE?,Loss degrades quality/coverage but does not breach a sovereignty boundary; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_071.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_071.py -v --no-header,ops_scripts/ci/check_l1_plan_contract_proof.py,artifacts/proof/10c-req-071_proof_bundle.json,NOT_STARTED,PROOF_MISSING,,,,NEEDS_PROOF,,074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,false,false,false,,"Row-specific [10C-REQ-071]: L1PlanContract emitted without satisfying ""Logic validation MUST: Check dependencies resolve coherent sub-task order admits unknowns"" -- must fail"
10C-REQ-072,02_L1_Reasoning_Plan_Generation.md,V4 CAN IT BE SIMPLER?,ASCII stage V4,Lowest viable agency no over-complication erase restart if weak,Simplicity validation MUST: Check lowest viable agency no over-complication erase and restart if weak,explicit,C. Runtime layers and sovereignty,L1 cognition,Plan validation,validate_v4 simplicity_agency_minimization,SimplicityChecker AgencyMinimizer WeakPlanRestarter,V4 simplicity; Agency minimization,MEDIUM,0.82,02_L1_Reasoning_Plan,02_L1_Reasoning_Plan_Generation.md#V4 CAN IT BE SIMPLER?,Loss degrades quality/coverage but does not breach a sovereignty boundary; surface=02_L1_Reasoning_Plan; class=C,agentic_core/L1_cognition/plan/contracts.py:L1PlanContract,"L1PlanContract (proposed_route, query_spec, task_spec, route_risk, confidence)",l1.plan.contract_emitted,req_id|run_id|trace_id|request_id|owner_surface|policy_hash|blueprint_hash|replay_key,compiled artifact hash deterministic given fixed inputs; replay reproduces identical artifact_id,L1 plan emits a route_id outside the registered route catalog -- must fail,tests/unit/agentic_core/L1_cognition/test_10c_req_072.py,python -m pytest tests/unit/agentic_core/L1_cognition/test_10c_req_072.py -v --no-header,ops_scripts/ci/check_l1_plan_contract_proof.py,artifacts/proof/10c-req-072_proof_bundle.json,NOT_STARTED,PROOF_MISSING,,,,NEEDS_PROOF,,074c6ad356d71b3ee4458af1504612b4782c41da,n/a,46eca62776e6b0c0fbea1737a62d8a05a59f2de53660bda623c2dc2497ebe8c0,false,false,false,,"Row-specific [10C-REQ-072]: L1PlanContract emitted without satisfying ""Simplicity validation MUST: Check lowest viable agency no over-complication erase and restart if weak"" -- must fail"
