req_id,requirement_group,requirement_title,owner_layer,owner_component,requirement_text,claim_type,required_proof_depth,runtime_sensitive,side_effect_sensitive,required_artifacts,required_positive_evidence,required_negative_controls,acceptance_rule,fail_closed_if_missing,required_ci_gate,required_matrix_columns,runtime_claim_allowed_rule,final_acceptance_status_rule,notes,best_practice_basis,best_practice_gap_closed,implementation_target_files,verifier_target_files,required_output_artifacts,positive_assertions_to_implement,negative_assertions_to_implement,downgrade_rule,priority,implementation_wave,windsurf_acceptance_command,current_known_status
RTC-REQ-041,Semantic Cache,Seed and live query surface forms differ,L0 / L4 Cache,SemanticCacheManager,R1B semantic proof MUST seed cache with a different surface form than the live query so exact-hash laundering cannot occur.,COMPONENT_RUNTIME,E4_NEGATIVE_CONTROL,true,false,semantic_cache_bundle,"Bundle records seed_query, live_query, seed_live_surface_diff_status=DIFFERENT.",seed_query==live_query; exact-hash tier hit counted as semantic; no seed/live recorded.,PASS only when live query differs from seed and L1 exact miss is proven.,Block with SEMANTIC_EXACT_HASH_LAUNDERING.,verify_semantic_cache_certification.py,seed_query; live_query; seed_live_surface_diff_status; l1_exact_miss_proven,false if exact hit masquerades as semantic,ACCEPTED illegal if seed/live same,Closes prior degenerate R1B proof.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
RTC-REQ-042,Semantic Cache,L1 exact miss before L2 dense hit,L0 / L4 Cache,route_gates + SemanticCacheManager,R1B semantic proof MUST show D1/L1 exact tier missed before L2 dense similarity hit.,COMPONENT_RUNTIME,E4_NEGATIVE_CONTROL,true,false,route_contract; cache_lookup_receipt,"Reason code is d2_semantic_hit, tier_hit=L2_semantic_dense_similarity, not d1_exact_hit.",d1_exact_hit; no L1 miss evidence; direct L2 call bypasses route gate ordering.,PASS only when route-gate emitted semantic reason code after exact miss.,Block with L1_MISS_NOT_PROVEN.,verify_semantic_cache_certification.py,l1_exact_miss_proven; tier_hit; reason_code,true only for real L2 dense hit,ACCEPTED illegal if D1 exact path hit,Specific semantic proof requirement.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
RTC-REQ-043,Semantic Cache,Live query vector compared to cached vector,L4 Cache,SemanticCacheManager,Semantic cache proof MUST compute or load live query embedding and compare it to cached vector using cosine or approved similarity metric.,COMPONENT_RUNTIME,E3_COMPONENT_TEST,true,false,cache_lookup_receipt; vector_compare_receipt,"Receipt records live_query_vec_ref, cached_vector_ref, similarity_metric, similarity_score.",No live embedding; no cached vector ref; hash shortcut only; missing similarity score.,PASS only when vector comparison evidence exists.,Block with VECTOR_COMPARISON_MISSING.,verify_semantic_cache_vector_compare.py,live_query_vec_ref; cached_vector_ref; similarity_score; similarity_metric,false if vector compare absent,ACCEPTED illegal on RouteContract-only proof,Core of semantic cache.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
RTC-REQ-044,Semantic Cache,Approved embedding model proof,L4 Cache / Model Registry,EmbeddingFactory + registry,Semantic cache production acceptance requires actual embedding model to equal approved expected model and dimension/version to match.,PRODUCTION_DEPENDENCY_RUNTIME,E9_PRODUCTION_DEPENDENCY_PROOF,true,false,embedding_model_receipt; model_registry_receipt,actual_model=expected_model; dimension matches; no fallback EF silently used.,fallback MiniLM used; model mismatch; dimension mismatch; expected model unavailable.,PASS only when approved model operational and used.,Block with APPROVED_MODEL_NOT_OPERATIONAL.,verify_semantic_cache_model.py,embedding_model_expected; embedding_model_actual; model_match_status; embedding_dim,false on MISMATCH_EXPLAINED,ACCEPTED illegal if model mismatch remains,BGE-M3 vs MiniLM issue.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
RTC-REQ-045,Semantic Cache,Production threshold proof,L4 Cache,SemanticCacheManager,"Semantic cache production acceptance requires paraphrase hits to pass at production threshold without test-only override, or a governed ADR recalibrates the threshold.",PRODUCTION_DEPENDENCY_RUNTIME,E9_PRODUCTION_DEPENDENCY_PROOF,true,false,production_threshold_calibration.json; threshold_adr_ref_when_changed,No override; threshold_actual=production default; paraphrase_hits_at_production_threshold meets acceptance; or ADR exists.,threshold override used; 0/2 hits at production threshold; silent threshold lowering.,PASS only when production threshold passes or approved ADR recalibrates it.,Block with SEMANTIC_THRESHOLD_CALIBRATION_GAP.,verify_semantic_cache_threshold.py,threshold_actual; production_threshold_default; threshold_override_used; production_threshold_result,false if CALIBRATION_GAP,ACCEPTED illegal if threshold override was required,Prevents threshold laundering.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
RTC-REQ-046,Semantic Cache,Threshold override recorded,L4 Cache,SemanticCacheManager / harness,Any test or harness threshold override MUST be recorded and must prevent production-threshold acceptance.,STATIC_ENFORCEMENT,E2_STATIC_CHECK,true,false,semantic_cache_bundle,"Bundle records threshold_override_used, threshold_actual, production_threshold_default.",Override hidden; threshold_actual omitted; production default omitted.,PASS only as composition proof when override is explicit; production proof remains NOT_PROVEN.,Block with THRESHOLD_OVERRIDE_HIDDEN.,verify_semantic_cache_threshold.py,threshold_override_used; threshold_actual; production_threshold_default,false if override used for production claim,ACCEPTED illegal for production threshold proof with override,Allows honest harness calibration.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
RTC-REQ-047,Semantic Cache,Tenant isolation negative,L4 Cache,SemanticCacheManager.recall,Semantic cache MUST suppress hits across different tenant_scope values.,NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,false,negative_controls_report,"Seed tenant A, recall tenant B returns MISS/BLOCKED with expected reason.",Wrong-tenant hit; no tenant field; tenant mismatch ignored.,PASS only when wrong-tenant negative fails closed.,Block with SEMANTIC_TENANT_BLEED.,verify_semantic_cache_negatives.py,tenant_scope; negative_control_path; expected_fail_reason,false if tenant negative missing,ACCEPTED illegal without tenant negative,Required for unsafe reuse.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
RTC-REQ-048,Semantic Cache,Namespace isolation negative,L4 Cache,SemanticCacheManager.recall,Semantic cache MUST suppress hits across wrong namespace/corpus/context scope.,NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,false,negative_controls_report,"Seed namespace A, recall namespace B returns MISS/BLOCKED.",Wrong-namespace hit; namespace omitted; corpus mismatch ignored.,PASS only when namespace negative fails closed.,Block with SEMANTIC_NAMESPACE_BLEED.,verify_semantic_cache_negatives.py,cache_namespace; corpus_id; negative_control_path,false if namespace negative missing,ACCEPTED illegal without namespace isolation negative,Tenant alone is not enough.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
RTC-REQ-049,Semantic Cache,Policy compatibility negative,L4 Cache,SemanticCacheManager.recall,Semantic cache MUST suppress hits when policy_hash or policy version is stale/mismatched.,NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,false,negative_controls_report,"Seed old policy, recall new policy returns MISS/BLOCKED.",Stale-policy hit; policy_hash absent; version filter ignored.,PASS only when stale-policy negative fails closed.,Block with SEMANTIC_STALE_POLICY_HIT.,verify_semantic_cache_negatives.py,policy_hash; policy_version; negative_control_path,false if policy negative missing,ACCEPTED illegal without stale-policy negative,Required for cache reuse safety.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
RTC-REQ-050,Semantic Cache,Freshness expiration negative,L4 Cache,SemanticCacheManager + clock,Semantic cache MUST suppress expired or freshness-incompatible entries.,NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,false,negative_controls_report; clock_fixture_receipt,Expired entry returns MISS/BLOCKED with expected reason using deterministic clock/time-mocking.,Expired hit; time mock absent; freshness field ignored; marked infrastructure gap.,PASS only when expired-freshness negative is executable and passes.,Block with SEMANTIC_EXPIRED_FRESHNESS_HIT.,verify_semantic_cache_negatives.py,freshness_class; valid_until; negative_control_path,false if freshness negative is INFRASTRUCTURE_GAP,ACCEPTED illegal without freshness negative,One of the remaining open gaps.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
